Open_Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number_of_Trades,Taker_buy_volume,Taker_Buy_Quote_Volume,Ignore
1674259200000,1658.53000000,1676.61000000,1642.60000000,1648.80000000,83760.18830000,1674273599999,138757275.73429800,110582,40318.38190000,66801835.79990100,0
1674273600000,1648.81000000,1654.92000000,1645.04000000,1651.19000000,35708.08950000,1674287999999,58945262.86178100,49101,17599.01880000,29053737.71343300,0
1674288000000,1651.20000000,1679.26000000,1616.21000000,1647.04000000,163142.87320000,1674302399999,268848790.97215200,185175,82520.63520000,136036688.35868700,0
1674302400000,1647.04000000,1667.29000000,1643.29000000,1647.26000000,81077.82130000,1674316799999,134102334.68276300,106428,40958.20440000,67744132.97207100,0
1674316800000,1647.27000000,1668.88000000,1645.84000000,1663.19000000,60480.18000000,1674331199999,100232690.66541000,96380,32008.06800000,53054960.01838400,0
1674331200000,1663.18000000,1667.97000000,1622.09000000,1626.66000000,70079.44860000,1674345599999,115103740.43044700,101029,29180.98630000,47983645.48777900,0
1674345600000,1626.65000000,1636.49000000,1604.00000000,1622.50000000,66559.40860000,1674359999999,107965320.53419700,95241,34292.70280000,55627694.25492800,0
1674360000000,1622.51000000,1631.15000000,1620.77000000,1627.08000000,41253.76080000,1674374399999,67130341.60681700,54255,21416.33670000,34848536.16130600,0
1674374400000,1627.07000000,1631.85000000,1618.47000000,1624.57000000,48766.02590000,1674388799999,79282702.60379100,56383,25556.18630000,41547998.98525200,0
1674388800000,1624.57000000,1650.51000000,1617.54000000,1635.51000000,97096.88940000,1674403199999,158790246.81633400,114031,48979.06360000,80097244.84937000,0
1674403200000,1635.50000000,1663.89000000,1629.61000000,1635.10000000,78374.65760000,1674417599999,129138313.15988000,101129,38623.66060000,63653386.03466100,0
1674417600000,1635.11000000,1636.34000000,1607.06000000,1627.44000000,99678.94860000,1674431999999,161576893.89638600,128970,47278.26790000,76627099.97479800,0
1674432000000,1627.43000000,1642.58000000,1625.68000000,1630.41000000,49293.58500000,1674446399999,80625423.57060700,84804,24451.44260000,39994398.12487200,0
1674446400000,1630.41000000,1638.00000000,1627.88000000,1633.30000000,34571.38360000,1674460799999,56488710.67523600,66272,17396.95540000,28428521.86061200,0
1674460800000,1633.31000000,1640.00000000,1630.30000000,1636.67000000,41781.90390000,1674475199999,68326923.94428400,75921,21497.89120000,35157745.45723100,0
1674475200000,1636.66000000,1648.09000000,1585.29000000,1620.85000000,146655.21530000,1674489599999,237678389.45648500,189523,71958.57780000,116664246.51468600,0
1674489600000,1620.84000000,1640.49000000,1610.04000000,1619.88000000,96326.61500000,1674503999999,156384007.44144600,122608,47599.71300000,77285914.80799800,0
1674504000000,1619.89000000,1635.75000000,1618.65000000,1626.29000000,38638.41280000,1674518399999,62938820.91858400,63716,20121.88690000,32783689.94155400,0
1674518400000,1626.28000000,1641.46000000,1622.80000000,1639.01000000,48038.29250000,1674532799999,78491206.20307600,82050,25255.02200000,41269643.43573900,0
1674532800000,1639.02000000,1640.78000000,1633.25000000,1635.77000000,37018.33820000,1674547199999,60585592.20081000,60131,18099.11120000,29624642.60267600,0
1674547200000,1635.77000000,1637.28000000,1614.39000000,1625.60000000,65525.15060000,1674561599999,106447217.60097000,92294,30384.61560000,49349587.04239200,0
1674561600000,1625.59000000,1632.12000000,1604.00000000,1620.58000000,87666.08610000,1674575999999,141835985.69207100,114771,42180.60180000,68247848.00019900,0
1674576000000,1620.57000000,1624.31000000,1606.48000000,1622.41000000,55114.10030000,1674590399999,89146166.44059100,79262,27499.40850000,44483782.64929600,0
1674590400000,1622.42000000,1624.45000000,1535.00000000,1555.97000000,168913.35660000,1674604799999,265977080.64093000,235752,76110.49950000,119819402.16182200,0
1674604800000,1555.97000000,1557.00000000,1518.00000000,1546.63000000,135818.99480000,1674619199999,209104945.42017800,152264,69269.88710000,106645296.42881200,0
1674619200000,1546.63000000,1558.91000000,1545.20000000,1553.81000000,50024.07990000,1674633599999,77594430.19617700,78136,27431.70720000,42547142.35004700,0
1674633600000,1553.82000000,1556.80000000,1538.59000000,1545.49000000,57062.72220000,1674647999999,88295041.46574200,81988,27357.70380000,42327955.79173900,0
1674648000000,1545.50000000,1566.58000000,1525.00000000,1543.95000000,129267.86920000,1674662399999,200150576.04112000,156982,65488.31830000,101431106.72453400,0
1674662400000,1543.95000000,1562.18000000,1541.39000000,1561.48000000,61308.42790000,1674676799999,95115799.54643200,85602,33286.28410000,51645622.18068100,0
1674676800000,1561.49000000,1641.00000000,1561.48000000,1611.94000000,212992.82260000,1674691199999,340697515.85361000,277604,113966.43460000,182420604.53973600,0
1674691200000,1611.95000000,1632.84000000,1610.14000000,1614.87000000,87545.79720000,1674705599999,141708881.96244400,107143,40987.95800000,66356021.34282900,0
1674705600000,1614.87000000,1621.90000000,1597.30000000,1604.68000000,83638.50530000,1674719999999,134711412.99734400,84130,38099.90960000,61364894.04904200,0
1674720000000,1604.69000000,1610.45000000,1590.00000000,1604.33000000,66723.65210000,1674734399999,107017818.39777600,92970,30371.74070000,48714755.77658800,0
1674734400000,1604.33000000,1621.06000000,1584.12000000,1589.79000000,167389.21570000,1674748799999,269148092.04465400,178312,81079.68130000,130400609.33857800,0
1674748800000,1589.71000000,1607.27000000,1577.43000000,1603.77000000,75532.76850000,1674763199999,120380096.41038000,109456,37627.41010000,59978870.50917200,0
1674763200000,1603.78000000,1611.26000000,1594.38000000,1601.09000000,51947.90780000,1674777599999,83328150.73647400,89699,27417.79720000,43984904.43917100,0
